person_id,name,birthday,description
26142,Millie Perkins,1938-05-12,"Perkins was working as a receptionist at a New York City advertising agency when she caught the eye of a visiting photographer with a resultant career as a model; by 1958 Perkins was an international cover girl. However, in 1958, she was vigorously pursued, and then selected, to appear in her first film, in the title role of The Diary of Anne Frank. Perkins had never studied nor sought to be an actress, but George Stevens saw her on the cover of several magazines and tried to convince her to read for the part. Finally, she flew to Hollywood for a screen test and, with much fanfare, landed the role of Anne Frank in George Stevens' 1959 film ""The Diary of Anne Frank."" Perkins received almost universally excellent reviews for her portrayal of Anne although the film was a notorious commercial flop.<br><br>After her work with George Stevens, Perkins was placed under contract to 20th Century Fox, She was one of the bright young stars of Hollywood but the studio contract system, which was coming to an end just as the young Millie Perkins was signed into it, was a poor fit for this young star, who had come of age with the Beat Generation in 1950s New York City. George Stevens would later state:""Millie did not fit in. She was 10 years too early."" Suspended for refusing the lead in the 1960 film Tess of the Storm Country - Perkins saw the film as a B-picture and a step back career-wise - Perkins was cast by 20th Century Fox in the 1961 film Wild in the Country, playing the supporting role of the girlfriend to star Elvis Presley; the studio then dropped Perkins. Joshua Logan personally selected Perkins for the female lead in the 1964 film Ensign Pulver but the film was a failure: Perkins would not appear in another mainstream film release for almost twenty years. She played the female lead in both of Jack Nicholson's inaugural productions The Shooting and Ride in the Whirlwind - shot side by side in 1964 - and in 1968 co-starred in Wild in the Streets which was written by her then-husband Robert Thom.<br><br>Description above from the Wikipedia article Millie Perkins, licensed under CC-BY-SA, full list of contributors on Wikipedia."
26147,Gusti Huber,1914-07-27,
23708,Lou Jacobi,1913-12-28,"​From Wikipedia, the free encyclopedia.  <br><br>Louis Harold ""Lou"" Jacobi (December 28, 1913 – October 23, 2009) was a Canadian character actor.<br><br>Description above from the Wikipedia article Lou Jacobi, licensed under CC-BY-SA, full list of contributors on Wikipedia."
12356,Douglas Spencer,1910-02-10,
2167,Mercedes Ruehl,1948-02-28,"From Wikipedia, the free encyclopedia<br><br>Mercedes J. Ruehl (born February 28, 1948) is an American theater, television and film actor.<br><br>Description above from the Wikipedia article Mercedes Ruehl, licensed under CC-BY-SA, full list of contributors on Wikipedia."
99,Amanda Plummer,1957-03-23,"Amanda Michael Plummer is an American actress. Plummer was born in New York City, New York, the daughter of actors Tammy Grimes and Christopher Plummer. Plummer attended Middlebury College in Vermont and acting classes at the Neighborhood Playhouse in New York. Early in life, her interest was in riding and tending to horses on the East Coast and in Ireland.<br><br>Plummer began appearing in small to mid size roles in television and films in the early 1980s. Her first successes came from her stage work. She made her Broadway debut as Josephine in the 1981 revival of A Taste of Honey. She won a Tony Award nomination and Theatre World Award for her portrayal. The following year, she won a Tony Award for Featured Actress and a Drama Desk Award for her portrayal of Sister Agnes in the play Agnes of God.<br><br>Following her successes on the stage, Plummer began appearing in major roles on television and in film. One of her most recognized appearances was on L.A. Law as Alice Hackett, a developmentally disabled girlfriend of Benny Stulwitz, played by Larry Drake, for which she received an Emmy Award nomination. Two other well-known roles were Yolanda (a.k.a. ""Honey Bunny"") in Pulp Fiction and Rose in So I Married An Axe Murderer.<br><br>Her film roles have been described as ""spooky, kooky, half-mad characters."""
2169,Michael Jeter,1952-08-26,"From Wikipedia, the free encyclopedia.<br><br>Michael Jeter (August 26, 1952 – March 30, 2003) was an American actor.<br><br>Description above from the Wikipedia article Michael Jeter, licensed under CC-BY-SA, full list of contributors on Wikipedia."
11073,Lara Harris,1962-08-22,
11075,Paul Lombardi,\N,
280,Terry Gilliam,1940-11-22,"Terrence Vance ""Terry"" Gilliam (born 22 November 1940) is an American-British screenwriter, film director, animator, actor and member of the Monty Python comedy troupe. Gilliam is also known for directing several films, including Time Bandits (1981), Brazil (1985), The Adventures of Baron Munchausen (1988), The Fisher King (1991), 12 Monkeys (1995), Fear and Loathing in Las Vegas (1998) and The Imaginarium of Doctor Parnassus (2009). He is the only ""Python"" not born in Britain; he took British citizenship in 1968.<br><br>Description above from the Wikipedia article Terry Gilliam, licensed under CC-BY-SA, full list of contributors on Wikipedia"
11498,Hattie McDaniel,1895-06-10,"After working as early as the 1910s as a band vocalist, Hattie McDaniel debuted as a maid in The Golden West (1932). Her maid-mammy characters became steadily more assertive, showing up first in Judge Priest (1934) and becoming pronounced in Alice Adams (1935). In this one, directed by George Stevens and aided and abetted by star Katharine Hepburn, she makes it clear she has little use for her employers' pretentious status seeking. By The Mad Miss Manton (1938) she actually tells off her socialite employer Barbara Stanwyck and her snooty friends. This path extends into the greatest role of her career, Mammy in Gone with the Wind  (1939). Here she is, in a number of ways, superior to most of the white  folk surrounding her. From that point here roles unfortunately  descended, with her characters becoming more and more menial. She played  on the ""Amos and Andy"" and Eddie Cantor radio shows in the 1930s and 1940s; the title in her own radio show ""Beulah"" (1947-51), and the same part on TV (Beulah (1950)). Her part in Gone with the Wind (1939) won her the Oscar for Best Supporting Actress, the first black to win an Academy Award."
30215,Grant Mitchell,1874-06-17,"You would think stage and film veteran Grant Mitchell was born to play stern authoritarians; his father after all was General John Grant Mitchell. But Mitchell would actually be better known for his portrayals of harangued husbands, bemused dads and bilious executives in 30s and 40s films. Born June 17, 1874, in Columbus, Ohio, and a Yale post graduate at Harvard Law, Mitchell gave up his law practice to become an actor and made his stage debut at age 27. He appeared in many leads on Broadway in such plays as ""It Pays to Advertise,"" ""The Champion,"" ""The Whole Town's Talking,"" and ""The Baby Cyclone,"" the last of which was specially written for him by George M. Cohan. Mitchell's screen career officially got off the ground with the advent of sound, though he did show up in a couple of silents. The beefy, balding actor appeared primarily in ""B"" films, and actually had a rare lead in the totally forgotten Father Is a Prince (1940). From time to time, however, he enjoyed being a part of ""A"" quality classic films such as Mr. Smith Goes to Washington (1939), The Man Who Came to Dinner (1942), Laura (1944), and Arsenic and Old Lace (1944). Unmarried, he died at age 82 on May 1, 1957, in Los Angeles, California, USA  (cerebral thrombosis)"
14452,Jerome Cowan,1897-10-06,
96721,Charles Trowbridge,1882-01-10,"From Wikipedia, the free encyclopedia.<br><br>Charles Trowbridge (10 January 1882 – 30 October 1967) was an American film actor. He appeared in 233 films between 1915 and 1958.<br><br>He was born in Veracruz, Mexico and died in Los Angeles, California.<br><br>Description above from the Wikipedia article Charles Trowbridge, licensed under CC-BY-SA, full list of contributors on Wikipedia."
18997,Bryce Dallas Howard,1981-03-02,Actress and daughter of Ron Howard who landed her first major film role in the 2004 M. Night Shyamalan feature The Village. She received a Golden Globe Award nomination for her performance in the TV movie As You Like It. She also stars as Claire Dearing in the 2015 blockbuster Jurassic World.
83002,Jessica Chastain,1977-03-24,"Jessica Chastain (born March 24, 1977) is an American theater, film and television actress. She played guest roles in several television shows before making her feature film debut with the 2008 independent film Jolene. In 2011, Chastain gained wide public recognition for her starring roles in seven film releases; for her performance in The Help she received Best Supporting Actress nominations at the Academy Award, Golden Globe, BAFTA, and Screen Actors Guild Award ceremonies. In 2012, Time magazine featured her as one of the ""100 Most Influential People in the World"". Chastain's performance in the 2012 military thriller Zero Dark Thirty and the 2013 horror film Mama led film critic Richard Roeper to describe her as ""one of the finest actors of her generation"". For the former, she won a Golden Globe Award for Best Actress (Drama) and received a nomination for the Academy Award for Best Actress.<br><br>Description above from the Wikipedia article Jessica Chastain, licensed under CC-BY-SA, full list of contributors on Wikipedia."
6858,Mike Vogel,1979-07-17,"From Wikipedia, the free encyclopedia.<br><br>Michael James Vogel  (born July 17, 1979) is an American actor and former fashion model. Vogel began acting in 2001, and has since appeared in several films and series, including The Texas Chainsaw Massacre, The Sisterhood of the Traveling Pants, Grind, Poseidon, and Cloverfield."
